Observation Number,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
407,61713,Contra Costa,Lafayette Elementary,KK-08,3469,172.3399963379,0,0.1733999997,496,694.8000488281,0.1429806799,5230.876953125,20.1288146973,34.3009986877,0.8936292529,697.9000244141,691.700012207
408,68056,San Diego,Del Mar Union Elementary,KK-06,2106,115.3000030518,1.7094000578,2.6115999222,300,695.1999511719,0.1424501389,5838.171875,18.2653942108,38.6285705566,2.421652317,695.0999755859,695.299987793
409,69088,San Mateo,Woodside Elementary,KK-08,478,32.8699989319,0,0,112,695.299987793,0.2343096286,7711.5068359375,14.5421361923,35.341999054,3.7656903267,701.299987793,689.299987793
410,61747,Contra Costa,Moraga Elementary,KK-08,1885,98.4199981689,0.0505999997,0.3032999933,241,696.5500488281,0.1278514564,5592.7651367188,19.1526107788,31.0520000458,1.9628647566,697.4000244141,695.700012207
411,61770,Contra Costa,Orinda Union Elementary,KK-08,2422,139.4700012207,0,0.1238999963,466,698.1999511719,0.1924029738,5933.154296875,17.3657417297,40.263999939,0.5780346394,699.0999755859,697.299987793
412,68908,San Mateo,Hillsborough City Elementary,KK-08,1318,87.0599975586,0.1517000049,0,412,698.25,0.312594831,7593.4057617188,15.1389846802,35.8100013733,2.8072838783,695.4000244141,701.0999755859
413,69161,Santa Barbara,Cold Spring Elementary,KK-06,220,12.3299999237,0.4544999897,0,22,698.4499511719,0.1000000015,6500.4497070313,17.8426609039,43.2299995422,1.3636363745,693.299987793,703.5999755859
414,68981,San Mateo,Portola Valley Elementary,KK-08,687,44.5900001526,0.3048999906,0,209,699.0999755859,0.3042212427,7217.2631835938,15.4070415497,50.6769981384,1.1644833088,698.299987793,699.9000244141
415,69682,Santa Clara,Saratoga Union Elementary,KK-08,2341,124.0899963379,0.1709000021,0.59799999,286,700.3000488281,0.1221700162,5392.638671875,18.8653392792,40.4020004272,2.0504057407,698.9000244141,701.700012207
416,68957,San Mateo,Las Lomitas Elementary,KK-08,984,59.7299995422,0.1015999988,3.5569000244,195,704.3000488281,0.1981707364,7290.3388671875,16.4741344452,28.716999054,5.9959349632,700.9000244141,707.700012207
417,69518,Santa Clara,Los Altos Elementary,KK-08,3724,208.4799957275,1.0741000175,1.5038000345,721,706.75,0.1936090291,5741.462890625,17.8626251221,41.7341079712,4.7261009216,704,709.5
418,72611,Ventura,Somis Union Elementary,KK-08,441,20.1499996185,3.5634999275,37.1938018799,45,645,0.1020408198,4402.8315429688,21.8858566284,23.7329998016,24.2630386353,648.299987793,641.700012207
419,72744,Yuba,Plumas Elementary,KK-08,101,5,11.8811998367,59.4058990479,14,672.200012207,0.1386138648,4776.3364257813,20.2000007629,9.9519996643,2.9702970982,667.9000244141,676.5
420,72751,Yuba,Wheatland Elementary,KK-08,1778,93.4000015259,6.923500061,47.5712013245,313,655.75,0.1760405004,5993.392578125,19.0364017487,12.501999855,5.0056242943,660.5,651
